Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC5123381.xml	M1	559744 : 559746	CM	 will convert TAMs to an M1 phenotype that will redu
./___Corpus/Medline/xml/PMC5123381.xml	13–	559977 : 559980	CPR	ing. Brains were removed 13–16 days after implantatio
./___Corpus/Medline/xml/PMC5123381.xml	RT-qPCR	560034 : 560041	CM	r flow cytometry (FC) or RT-qPCR analysis. Depleting anti
./___Corpus/Medline/xml/PMC5123381.xml	clodronate	560110 : 560120	CM	tered by i.p. injection; clodronate by tail vein injection. 
./___Corpus/Medline/xml/PMC5123381.xml	vitro	560197 : 560202	CM	 from spleens, skewed in vitro with cytokines and block
./___Corpus/Medline/xml/PMC5123381.xml	PMA	560282 : 560285	CM	-2, then stimulated with PMA/ionomycin. Cells were as
./___Corpus/Medline/xml/PMC5123381.xml	ionomycin	560286 : 560295	CM	then stimulated with PMA/ionomycin. Cells were assessed for
./___Corpus/Medline/xml/PMC5123381.xml	Th	560321 : 560323	CM	 Cells were assessed for Th or Tc1 skewing by FC or 
./___Corpus/Medline/xml/PMC5123381.xml	Tc1	560327 : 560330	CM	 were assessed for Th or Tc1 skewing by FC or ELISA. 
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	560401 : 560406	CM	lts                      p50(−/−) mice exhibit signific
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	560491 : 560496	CM	 and prolonged survival. p50(−/−) tumor CD11b + myeloid
./___Corpus/Medline/xml/PMC5123381.xml	M1	560546 : 560548	CM	 cells express increased M1-associated and decreased
./___Corpus/Medline/xml/PMC5123381.xml	M2	560574 : 560576	CM	associated and decreased M2-associated mRNAs relativ
./___Corpus/Medline/xml/PMC5123381.xml	mRNAs	560588 : 560593	CM	 decreased M2-associated mRNAs relative to WT mice. FC 
./___Corpus/Medline/xml/PMC5123381.xml	WT	560606 : 560608	CM	ciated mRNAs relative to WT mice. FC indicates gliom
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	560643 : 560648	CM	indicates glioma-bearing p50(−/−) brains contain fewer 
./___Corpus/Medline/xml/PMC5123381.xml	M2	560693 : 560695	CM	ewer TAMs expressing the M2 marker CD206/MRC1, as we
./___Corpus/Medline/xml/PMC5123381.xml	CD206	560703 : 560708	CM	expressing the M2 marker CD206/MRC1, as well as fewer T
./___Corpus/Medline/xml/PMC5123381.xml	MRC1	560709 : 560713	CM	sing the M2 marker CD206/MRC1, as well as fewer Tregs,
./___Corpus/Medline/xml/PMC5123381.xml	IFNg	560749 : 560753	CM	s fewer Tregs, increased IFNg-producing CD4+ T cells, 
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	560764 : 560768	CM	increased IFNg-producing CD4+ T cells, and increased g
./___Corpus/Medline/xml/PMC5123381.xml	B+	560801 : 560803	CM	, and increased granzyme B+ CD8+ T cells. Transplant
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	560804 : 560808	CM	nd increased granzyme B+ CD8+ T cells. Transplant of p
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	560832 : 560837	CM	+ T cells. Transplant of p50(−/−) bone marrow into leth
./___Corpus/Medline/xml/PMC5123381.xml	WT	560878 : 560880	CM	into lethally-irradiated WT recipients confers a sig
./___Corpus/Medline/xml/PMC5123381.xml	Clodronate	560957 : 560967	CM	 upon tumor inoculation. Clodronate-mediated macrophage depl
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	561034 : 561039	CM	urvival of tumor-bearing p50(−/−) mice but has no effec
./___Corpus/Medline/xml/PMC5123381.xml	WT	561069 : 561071	CM	ice but has no effect on WT mice. Depletion of CD4+ 
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	561091 : 561095	CM	on WT mice. Depletion of CD4+ T cells markedly reduces
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	561147 : 561152	CM	urvival in tumor-bearing p50(−/−) mice whereas depletio
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	561182 : 561186	CM	ice whereas depletion of CD8+ T cells has no effect. W
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	561259 : 561264	CM	defect in the ability of p50(−/−) naïve splenic CD4+ T 
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	561282 : 561286	CM	f p50(−/−) naïve splenic CD4+ T cells to differentiate
./___Corpus/Medline/xml/PMC5123381.xml	Th1	561324 : 561327	CM	ifferentiate into Tregs, Th1, Th17, or Th2 subsets; h
./___Corpus/Medline/xml/PMC5123381.xml	Th17	561329 : 561333	CM	entiate into Tregs, Th1, Th17, or Th2 subsets; however
./___Corpus/Medline/xml/PMC5123381.xml	Th2	561338 : 561341	CM	nto Tregs, Th1, Th17, or Th2 subsets; however, p50(−/
./___Corpus/Medline/xml/PMC5123381.xml	p50(−	561360 : 561365	CM	or Th2 subsets; however, p50(−/−) naïve splenic CD8+ T 
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	561383 : 561387	CM	, p50(−/−) naïve splenic CD8+ T cells exhibit enhanced
./___Corpus/Medline/xml/PMC5123381.xml	IFNg	561432 : 561436	CM	anced ability to produce IFNg, TNFa, and granzyme B.  
./___Corpus/Medline/xml/PMC5123381.xml	TNFa	561438 : 561442	CM	ability to produce IFNg, TNFa, and granzyme B.        
./___Corpus/Medline/xml/PMC5123381.xml	NF-kB	561510 : 561515	CM	ons                      NF-kB p50 is an important modu
./___Corpus/Medline/xml/PMC5123381.xml	p50	561516 : 561519	CM	                   NF-kB p50 is an important modulato
./___Corpus/Medline/xml/PMC5123381.xml	p50	561661 : 561664	CM	ss tumor-permissive when p50 is absent. Targeted dele
./___Corpus/Medline/xml/PMC5123381.xml	p50	561697 : 561700	CM	nt. Targeted deletion of p50 from TAMs and/or T cells
./___Corpus/Medline/xml/PMC5123381.xml	GBM	561778 : 561781	CM	peutic for patients with GBM.                  Refere
./___Corpus/Medline/xml/PMC5123381.xml	p50	561854 : 561857	CM	   1. Saccani A, et al.: p50 nuclear factor-κB overex
./___Corpus/Medline/xml/PMC5123381.xml	M1	561932 : 561934	CM	ted macrophages inhibits M1 inflammatory responses a
./___Corpus/Medline/xml/PMC5123381.xml	11432–	562008 : 562014	CPR	 Cancer Res 2006, 66(23):11432–11440.                   
./___Corpus/Medline/xml/PMC5123381.xml	M2	562093 : 562095	CM	C, et al.: Tolerance and M2 (alternative) macrophage
./___Corpus/Medline/xml/PMC5123381.xml	p50	562172 : 562175	CM	rocesses orchestrated by p50 nuclear factor κB. Proc 
./___Corpus/Medline/xml/PMC5123381.xml	κB	562191 : 562193	CM	ed by p50 nuclear factor κB. Proc Natl Acad Sci 2009
./___Corpus/Medline/xml/PMC5123381.xml	14978–	562228 : 562234	CPR	l Acad Sci 2009, 106(35):14978–14983.                   
./___Corpus/Medline/xml/PMC5123381.xml	P	562506 : 562507	CM	Greg M Delgoffe2, Robert P Edwards2, Tyler Curiel3,
./___Corpus/Medline/xml/PMC5123381.xml	Th17	562632 : 562636	CM	und                      Th17 and regulatory T (Treg) 
./___Corpus/Medline/xml/PMC5123381.xml	IL17	563262 : 563266	CM	            We have used IL17 (Il17a Cre Rosa26 eYFP) 
./___Corpus/Medline/xml/PMC5123381.xml	eYFP	563285 : 563289	CM	d IL17 (Il17a Cre Rosa26 eYFP) and Treg (B6.129(Cg)-Fo
./___Corpus/Medline/xml/PMC5123381.xml	Th17	563358 : 563362	CM	) reporter mice to study Th17 cell plasticity and Th17
./___Corpus/Medline/xml/PMC5123381.xml	(n)Treg	563621 : 563628	CM	t in addition to natural (n)Treg and induced (i)Treg cell
./___Corpus/Medline/xml/PMC5123381.xml	Th17	563688 : 563692	CM	d from naïve precursors, Th17 cells are a novel source
./___Corpus/Medline/xml/PMC5123381.xml	P3	563748 : 563750	CM	mor-induced forkhead box P3 (Foxp3+) cells by progre
./___Corpus/Medline/xml/PMC5123381.xml	IL17A	563822 : 563827	CM	n into immunosuppressive IL17A+Foxp3+ and ex-Th17 Foxp3
./___Corpus/Medline/xml/PMC5123381.xml	ex-Th17	563839 : 563846	CM	ressive IL17A+Foxp3+ and ex-Th17 Foxp3+ cells. Transcript
./___Corpus/Medline/xml/PMC5123381.xml	IL17A	563958 : 563963	CM	tion of 119 genes in the IL17A+Foxp3+ cells compared to
./___Corpus/Medline/xml/PMC5123381.xml	IL17A+	563989 : 563995	CM	Foxp3+ cells compared to IL17A+ Foxp3neg Th17 cells (Th1
./___Corpus/Medline/xml/PMC5123381.xml	Th17	564005 : 564009	CM	pared to IL17A+ Foxp3neg Th17 cells (Th17-Treg plastic
./___Corpus/Medline/xml/PMC5123381.xml	IL17	564163 : 564167	CM	low cytometry of plastic IL17+Foxp3+ cells. The immuno
./___Corpus/Medline/xml/PMC5123381.xml	IL17A	564218 : 564223	CM	etabolism of the plastic IL17A+Foxp3+ subset revealed a
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	564319 : 564323	CM	g the immune function of CD4+ T cells and to modulate 
./___Corpus/Medline/xml/PMC5123381.xml	Th	564375 : 564377	CM	rans) differentiation of Th cells, which thereby con
./___Corpus/Medline/xml/PMC5123381.xml	Th17	564645 : 564649	CM	ations about the role of Th17 cells in tumor immune su
./___Corpus/Medline/xml/PMC5123381.xml	IL17	564729 : 564733	CM	n alternative source for IL17+Foxp3+ and IL17negFoxp3+
./___Corpus/Medline/xml/PMC5123381.xml	IL17	564932 : 564936	CM	cer and identifies novel IL17/Treg- associated targets
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	565154 : 565158	CM	te with the phenotype of CD4+ tumor infiltrating T cel
./___Corpus/Medline/xml/PMC5123381.xml	Ebner2	565319 : 565325	CM	, Olivia Squalls2, Peggy Ebner2, Katherine Waugh2, John 
./___Corpus/Medline/xml/PMC5123381.xml	Palmer6	565420 : 565427	CM	 Martin McCarter5, Brent Palmer6, Jeffrey Kern7, Dario Vi
./___Corpus/Medline/xml/PMC5123381.xml	5-	565612 : 565614	CPR	and immunotherapies, the 5-year survival rate for al
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	565750 : 565754	CM	y has been on subsets of CD8+ and CD4+ tumor infiltrat
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	565759 : 565763	CM	n on subsets of CD8+ and CD4+ tumor infiltrating lymph
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	565840 : 565846	CM	or infiltrating B cells (TIL-Bs) have been reported in t
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	565910 : 565914	CM	id structures (TLS) with CD4+ TILs, both positively co
./___Corpus/Medline/xml/PMC5123381.xml	APCs	566102 : 566106	CM	ntigen presenting cells (APCs). We hypothesized that T
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	566130 : 566136	CM	s). We hypothesized that TIL-Bs help generate potent, lo
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	566233 : 566237	CM	enting tumor antigens to CD4+ TILs.                  M
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	566459 : 566465	CM	 number and phenotype of TIL-Bs via flow cytometery and 
./___Corpus/Medline/xml/PMC5123381.xml	vitro	566564 : 566569	CM	en presentation assay in vitro to assay APC function.  
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	566823 : 566827	CM	 we found three types of CD4+ TIL responses when TIL-B
./___Corpus/Medline/xml/PMC5123381.xml	TIL	566828 : 566831	CM	ound three types of CD4+ TIL responses when TIL-Bs pr
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	566847 : 566853	CM	 CD4+ TIL responses when TIL-Bs presented autologous tum
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	566922 : 566926	CM	were activated responder CD4+ TILs that proliferated w
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	566969 : 566975	CM	rated when combined with TIL-Bs alone, which indicates s
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567144 : 567148	CM	tumor lysate to elicit a CD4+ TIL response, and there 
./___Corpus/Medline/xml/PMC5123381.xml	TIL	567149 : 567152	CM	 lysate to elicit a CD4+ TIL response, and there were
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567186 : 567190	CM	, and there were patient CD4+ TILs that did not respon
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567244 : 567250	CM	 antigen presentation by TIL-Bs. Within the activated an
./___Corpus/Medline/xml/PMC5123381.xml	TIL-B	567312 : 567317	CM	sociated responders, the TIL-B phenotype associated wit
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567348 : 567352	CM	type associated with the CD4+ TIL phenotype; if the TI
./___Corpus/Medline/xml/PMC5123381.xml	TIL	567353 : 567356	CM	associated with the CD4+ TIL phenotype; if the TIL-Bs
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567375 : 567381	CM	4+ TIL phenotype; if the TIL-Bs were activated (CD69 + C
./___Corpus/Medline/xml/PMC5123381.xml	CD69	567398 : 567402	CM	e TIL-Bs were activated (CD69 + CD27 + CD21+), the CD4
./___Corpus/Medline/xml/PMC5123381.xml	CD27	567405 : 567409	CM	s were activated (CD69 + CD27 + CD21+), the CD4+ TILs 
./___Corpus/Medline/xml/PMC5123381.xml	CD21+	567412 : 567417	CM	activated (CD69 + CD27 + CD21+), the CD4+ TILs were T h
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567424 : 567428	CM	D69 + CD27 + CD21+), the CD4+ TILs were T helper (anti
./___Corpus/Medline/xml/PMC5123381.xml	anti-	567449 : 567454	CPR	CD4+ TILs were T helper (anti-tumor) CD4+ T cells and i
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567461 : 567465	CM	re T helper (anti-tumor) CD4+ T cells and if the TIL-B
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567485 : 567491	CM	 CD4+ T cells and if the TIL-Bs were exhausted (CD69-CD2
./___Corpus/Medline/xml/PMC5123381.xml	CD69-CD27-CD21	567508 : 567522	CM	e TIL-Bs were exhausted (CD69-CD27-CD21-), the CD4+ TILs were T 
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567530 : 567534	CM	d (CD69-CD27-CD21-), the CD4+ TILs were T regulatory c
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567601 : 567607	CM	 These data suggest that TIL-Bs affect the phenotype and
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567645 : 567649	CM	henotype and function of CD4+ TILs in NSCLC patient tu
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567745 : 567751	CM	          In conclusion, TIL-Bs are increased in NSCLC p
./___Corpus/Medline/xml/PMC5123381.xml	CD4+	567841 : 567845	CM	en to and associate with CD4+ TILs in the tumor microe
./___Corpus/Medline/xml/PMC5123381.xml	TIL-Bs	567897 : 567903	CM	ironment. Determining if TIL-Bs are activated or exhaust
./___Corpus/Medline/xml/PMC5123381.xml	anti-	567984 : 567989	CPR	mine the extent of their anti-tumor function. Ultimatel
./___Corpus/Medline/xml/PMC5123381.xml	TIL-B	568073 : 568078	CM	lp predict how to target TIL-B functions in future immu
./___Corpus/Medline/xml/PMC5123381.xml	AI007505	568200 : 568208	CM	               T32 grant AI007505, the American Cancer Soc
./___Corpus/Medline/xml/PMC5123381.xml	RSG	568244 : 568247	CM	can Cancer Society grant RSG LIB-114645, Cancer Leagu
./___Corpus/Medline/xml/PMC5123381.xml	CCSG	568378 : 568382	CM	ard 5P50CA058187-20, and CCSG CA 046934, and CCTSI UL1
./___Corpus/Medline/xml/PMC5123381.xml	CCTSI	568398 : 568403	CM	 and CCSG CA 046934, and CCTSI UL1 TR 001082.          
./___Corpus/Medline/xml/PMC5123381.xml	PGG	568470 : 568473	CM	            P373 Imprime PGG, a novel pathogen associ
./___Corpus/Medline/xml/PMC5123381.xml	M1	568546 : 568548	CM	(PAMP) treatment elicits M1-like transcriptional pro
./___Corpus/Medline/xml/PMC5123381.xml	O	568790 : 568791	CM	n, Keith Gordon, Takashi O Kangas, Steven Leonardo,
./___Corpus/Medline/xml/PMC5123381.xml	M2	569049 : 569051	CM	duced immunosuppression; M2-like TAMs being one of t
./___Corpus/Medline/xml/PMC5123381.xml	β-	569187 : 569189	CPR	ministered soluble yeast β-1,3/1,6 glucan is being c
./___Corpus/Medline/xml/PMC5123381.xml	glucan	569197 : 569203	CM	 soluble yeast β-1,3/1,6 glucan is being clinically deve
./___Corpus/Medline/xml/PMC5123381.xml	anti-	569282 : 569287	CPR	or-targeting antibodies, anti-angiogenics, and checkpoi
./___Corpus/Medline/xml/PMC5123381.xml	M2	569701 : 569703	CM	been shown to repolarize M2 macrophages to an anti-t
./___Corpus/Medline/xml/PMC5123381.xml	anti-	569722 : 569727	CPR	ize M2 macrophages to an anti-tumor M1-like orientation
./___Corpus/Medline/xml/PMC5123381.xml	M1	569733 : 569735	CM	ophages to an anti-tumor M1-like orientation in huma
./___Corpus/Medline/xml/PMC5123381.xml	BMDM	570052 : 570056	CM	row-derived macrophages (BMDM) prepared from Imprime- 
./___Corpus/Medline/xml/PMC5123381.xml	qRT-PCR	570134 : 570141	CM	e mice were evaluated by qRT-PCR. Imprime was tested in c
./___Corpus/Medline/xml/PMC5123381.xml	anti-	570185 : 570190	CPR	d in combination with an anti-angiogenic agent, DC101 (
./___Corpus/Medline/xml/PMC5123381.xml	DC101	570208 : 570213	CM	n anti-angiogenic agent, DC101 (α-VEGFR2 Mab) in H441 N
./___Corpus/Medline/xml/PMC5123381.xml	α-	570215 : 570217	CPR	angiogenic agent, DC101 (α-VEGFR2 Mab) in H441 NSCLC
./___Corpus/Medline/xml/PMC5123381.xml	anti-	570305 : 570310	CPR	 and in combination with anti-TRP1 tumor-targeting anti
./___Corpus/Medline/xml/PMC5123381.xml	TA-99	570340 : 570345	CM	tumor-targeting antibody TA-99 in B16 experimental lung
./___Corpus/Medline/xml/PMC5123381.xml	B16	570349 : 570352	CM	geting antibody TA-99 in B16 experimental lung metast
./___Corpus/Medline/xml/PMC5123381.xml	FFPE	570413 : 570417	CM	 Immunohistochemistry of FFPE tumor tissue or lung tis
./___Corpus/Medline/xml/PMC5123381.xml	qRT-PCR	570508 : 570515	CM	lts                      qRT-PCR analyses of Imprime-trea
./___Corpus/Medline/xml/PMC5123381.xml	BMDM	570544 : 570548	CM	lyses of Imprime-treated BMDM from tumor-free mice rev
./___Corpus/Medline/xml/PMC5123381.xml	M1	570594 : 570596	CM	 revealed an increase in M1 markers (iNOS, PD-L1, IL
./___Corpus/Medline/xml/PMC5123381.xml	iNOS	570606 : 570610	CM	 increase in M1 markers (iNOS, PD-L1, IL-12b, TNF-a, C
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	570612 : 570617	CM	ase in M1 markers (iNOS, PD-L1, IL-12b, TNF-a, CXCL9, C
./___Corpus/Medline/xml/PMC5123381.xml	TNF-a	570627 : 570632	CM	rs (iNOS, PD-L1, IL-12b, TNF-a, CXCL9, CXCL10, and CXCL
./___Corpus/Medline/xml/PMC5123381.xml	CXCL9	570634 : 570639	CM	S, PD-L1, IL-12b, TNF-a, CXCL9, CXCL10, and CXCL11) wit
./___Corpus/Medline/xml/PMC5123381.xml	CXCL10	570641 : 570647	CM	1, IL-12b, TNF-a, CXCL9, CXCL10, and CXCL11) with a coin
./___Corpus/Medline/xml/PMC5123381.xml	CXCL11	570653 : 570659	CM	NF-a, CXCL9, CXCL10, and CXCL11) with a coincident decre
./___Corpus/Medline/xml/PMC5123381.xml	M2	570691 : 570693	CM	a coincident decrease in M2 markers (CD206, YM-1, Fi
./___Corpus/Medline/xml/PMC5123381.xml	CD206	570703 : 570708	CM	 decrease in M2 markers (CD206, YM-1, Fizz1, and CCL17)
./___Corpus/Medline/xml/PMC5123381.xml	YM-1	570710 : 570714	CM	se in M2 markers (CD206, YM-1, Fizz1, and CCL17). Impr
./___Corpus/Medline/xml/PMC5123381.xml	CCL17	570727 : 570732	CM	(CD206, YM-1, Fizz1, and CCL17). Imprime’s M1-polarizat
./___Corpus/Medline/xml/PMC5123381.xml	M1	570854 : 570856	CM	atment alone upregulated M1-like genes in TAMs as we
./___Corpus/Medline/xml/PMC5123381.xml	DC101	570944 : 570949	CM	rowth when combined with DC101, an agent that also modu
./___Corpus/Medline/xml/PMC5123381.xml	B16	571062 : 571065	CM	was also observed in the B16 experimental lung metast
./___Corpus/Medline/xml/PMC5123381.xml	TA-99	571139 : 571144	CM	bination of Imprime with TA-99 significantly reduced bo
./___Corpus/Medline/xml/PMC5123381.xml	B16	571195 : 571198	CM	h the number and size of B16 lung metastases. Immunoh
./___Corpus/Medline/xml/PMC5123381.xml	M1	571323 : 571325	CM	ng CD11b + cells with an M1 phenotype evidenced by i
./___Corpus/Medline/xml/PMC5123381.xml	iNOS	571361 : 571365	CM	evidenced by increase in iNOS expression.             
./___Corpus/Medline/xml/PMC5123381.xml	M2	571495 : 571497	CM	rime, by reorienting the M2 macrophages to an M1-lik
./___Corpus/Medline/xml/PMC5123381.xml	M1	571516 : 571518	CM	the M2 macrophages to an M1-like polarization state 
./___Corpus/Medline/xml/PMC5123381.xml	X	571717 : 571718	CM	          1. Chan A, Qui X, Jonas AB, Patchen ML, B
./___Corpus/Medline/xml/PMC5123381.xml	AB	571726 : 571728	CM	 1. Chan A, Qui X, Jonas AB, Patchen ML, Bose N: Imp
./___Corpus/Medline/xml/PMC5123381.xml	PGG	571758 : 571761	CM	chen ML, Bose N: Imprime PGG, a yeast β-glucan immuno
./___Corpus/Medline/xml/PMC5123381.xml	β-glucan	571771 : 571779	CM	 N: Imprime PGG, a yeast β-glucan immunomodulator, has the
./___Corpus/Medline/xml/PMC5123381.xml	M2	571852 : 571854	CM	e human monocyte-derived M2 macrophages to M1 phenot
./___Corpus/Medline/xml/PMC5123381.xml	M1	571870 : 571872	CM	erived M2 macrophages to M1 phenotype. JITC 2014, 2(
./___Corpus/Medline/xml/PMC5123381.xml	Nitin	572111 : 572116	CM	             Ravi Gupta, Nitin Mandloi, Kiran Paul, Ash
./___Corpus/Medline/xml/PMC5123381.xml	anti-	572564 : 572569	CPR	rminants of a productive anti-tumor immune response is 
./___Corpus/Medline/xml/PMC5123381.xml	NGS	572827 : 572830	CM	ompartments, an unbiased NGS approach is a powerful m
./___Corpus/Medline/xml/PMC5123381.xml	NGS	573060 : 573063	CM	r proprietary integrated NGS-based immuno-genomics pl
./___Corpus/Medline/xml/PMC5123381.xml	TCGA	573121 : 573125	CM	ncoPept™, to analyze the TCGA somatic mutation and gen
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	573918 : 573922	CM	ays associated with high CD8+ T cell infiltration. The
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	574592 : 574596	CM	her inflammation, higher CD8+ T cell infiltration, IFN
./___Corpus/Medline/xml/PMC5123381.xml	IFN-g	574618 : 574623	CM	D8+ T cell infiltration, IFN-g signaling and high PD-1 
./___Corpus/Medline/xml/PMC5123381.xml	PD-1	574643 : 574647	CM	IFN-g signaling and high PD-1 and PD-L1 level providin
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	574652 : 574657	CM	naling and high PD-1 and PD-L1 level providing a basis 
./___Corpus/Medline/xml/PMC5123381.xml	NGS	574830 : 574833	CM	idea that application of NGS in a clinical setting ha
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	575140 : 575145	CM	nvironment expression of PD-L1 and CD8+ T cell infiltra
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	575150 : 575154	CM	 expression of PD-L1 and CD8+ T cell infiltration     
./___Corpus/Medline/xml/PMC5123381.xml	Yu	575192 : 575194	CM	tration                  Yu Chen, Jing Lin, Yun-bin 
./___Corpus/Medline/xml/PMC5123381.xml	Ye	575219 : 575221	CM	 Chen, Jing Lin, Yun-bin Ye, Chun-wei Xu, Gang Chen,
./___Corpus/Medline/xml/PMC5123381.xml	Xu	575232 : 575234	CM	in, Yun-bin Ye, Chun-wei Xu, Gang Chen, Zeng-qing Gu
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	575602 : 575607	CM	ing to the expression of PD-L1 and infiltration of CD8+
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	575628 : 575632	CM	D-L1 and infiltration of CD8+ T cells.                
./___Corpus/Medline/xml/PMC5123381.xml	D2	575732 : 575734	CM	patients with a curative D2 gastrectomy were enrolle
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	575772 : 575777	CM	were enrolled (Table 6). PD-L1 and CD8+ T cell status w
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	575782 : 575786	CM	led (Table 6). PD-L1 and CD8+ T cell status were evalu
./___Corpus/Medline/xml/PMC5123381.xml	SP142	575869 : 575874	CM	ing specific antibodies (SP142, SP16). The samples were
./___Corpus/Medline/xml/PMC5123381.xml	SP16	575876 : 575880	CM	cific antibodies (SP142, SP16). The samples were class
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576095 : 576100	CM	ples, there was positive PD-L1 expression (TC1/2/3 or I
./___Corpus/Medline/xml/PMC5123381.xml	TC1	576113 : 576116	CM	sitive PD-L1 expression (TC1/2/3 or IC1/2/3) in 60.3 
./___Corpus/Medline/xml/PMC5123381.xml	IC1	576124 : 576127	CM	1 expression (TC1/2/3 or IC1/2/3) in 60.3 % (112/186)
./___Corpus/Medline/xml/PMC5123381.xml	65a	576171 : 576174	CM	2/186) of patients (Fig. 65a). A significant correlat
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576215 : 576220	CM	 correlation between the PD-L1 expression and the inten
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576253 : 576257	CM	ion and the intensity of CD8+ T cell infiltration (p =
./___Corpus/Medline/xml/PMC5123381.xml	65b	576295 : 576298	CM	tration (p = 0.000, Fig. 65b) was found. According to
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1+	576389 : 576395	CM	ME was divided into both PD-L1+ and CD8+ T cell positive
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576400 : 576404	CM	ded into both PD-L1+ and CD8+ T cell positive (type I)
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576436 : 576441	CM	 positive (type I), both PD-L1 and CD8+ T cell negative
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576446 : 576450	CM	(type I), both PD-L1 and CD8+ T cell negative (type II
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576478 : 576483	CM	cell negative (type II), PD-L1 positive but CD8+ T cell
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576497 : 576501	CM	 II), PD-L1 positive but CD8+ T cell negative (type II
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576534 : 576539	CM	negative (type III), and PD-L1 negative but CD8+ T cell
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576553 : 576557	CM	, and PD-L1 negative but CD8+ T cell positive (type IV
./___Corpus/Medline/xml/PMC5123381.xml	65c	576663 : 576666	CM	.9 %, respectively (Fig. 65c, Fig. 66, Table 7). The 
./___Corpus/Medline/xml/PMC5123381.xml	STAT3	576705 : 576710	CM	le 7). The expression of STAT3, and pSTAT3, rather than
./___Corpus/Medline/xml/PMC5123381.xml	pSTAT3	576716 : 576722	CM	expression of STAT3, and pSTAT3, rather than STAT1 and p
./___Corpus/Medline/xml/PMC5123381.xml	STAT1	576736 : 576741	CM	 and pSTAT3, rather than STAT1 and pSTAT1, was signific
./___Corpus/Medline/xml/PMC5123381.xml	pSTAT1	576746 : 576752	CM	3, rather than STAT1 and pSTAT1, was significantly corre
./___Corpus/Medline/xml/PMC5123381.xml	CD8+	576792 : 576796	CM	ntly correlated with the CD8+ T cell infiltration, and
./___Corpus/Medline/xml/PMC5123381.xml	PD-L1	576822 : 576827	CM	T cell infiltration, and PD-L1 status (Fig. 67, Fig. 68
