Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4930000.xml	[365]	55516 : 55521	CM	rough TGF-beta signaling [365] and the downregulation o
./___Corpus/Medline/xml/PMC4930000.xml	N-cadherin	55558 : 55568	CM	nregulation of vimentin, N-cadherin, MMP2 and MMP9 [366]. Na
./___Corpus/Medline/xml/PMC4930000.xml	[366]	55584 : 55589	CM	-cadherin, MMP2 and MMP9 [366]. Naringenin inhibits the
./___Corpus/Medline/xml/PMC4930000.xml	Naringenin	55591 : 55601	CM	in, MMP2 and MMP9 [366]. Naringenin inhibits the viral assem
./___Corpus/Medline/xml/PMC4930000.xml	[367]	55691 : 55696	CM	us hepatitis C particles [367]. It possesses agonistic 
./___Corpus/Medline/xml/PMC4930000.xml	[368]	55721 : 55726	CM	. It possesses agonistic [368] and antagonistic activit
./___Corpus/Medline/xml/PMC4930000.xml	[369]	55772 : 55777	CM	ivities towards estrogen [369]. This also might its pro
./___Corpus/Medline/xml/PMC4930000.xml	bisphenol A	55845 : 55856	CM	nst the food contaminant bisphenol A [370]. Hence, naringenin
./___Corpus/Medline/xml/PMC4930000.xml	[370]	55857 : 55862	CM	 contaminant bisphenol A [370]. Hence, naringenin exert
./___Corpus/Medline/xml/PMC4930000.xml	naringenin	55871 : 55881	CM	isphenol A [370]. Hence, naringenin exerts inhibitory effect
./___Corpus/Medline/xml/PMC4930000.xml	Naringenin	56036 : 56046	CM	                         Naringenin has low bioavailability 
./___Corpus/Medline/xml/PMC4930000.xml	naringenin-7-O-glucuronide	56161 : 56187	CM	e principal metabolites, naringenin-7-O-glucuronide and naringenin-4′-O-gluc
./___Corpus/Medline/xml/PMC4930000.xml	naringenin-4′-O-glucuronide	56192 : 56219	CM	enin-7-O-glucuronide and naringenin-4′-O-glucuronide peaks at 6h after intake
./___Corpus/Medline/xml/PMC4930000.xml	[371]	56245 : 56250	CM	peaks at 6h after intake [371]. The distribution of met
./___Corpus/Medline/xml/PMC4930000.xml	[372]	56349 : 56354	CM	s to human serum albumin [372]. The binding modulates t
./___Corpus/Medline/xml/PMC4930000.xml	glucuronide	56433 : 56444	CM	ssue distribution. A NRG glucuronide have same affinity for h
./___Corpus/Medline/xml/PMC4930000.xml	naringenin	56491 : 56501	CM	r human serum albumin as naringenin. Efforts are in way to i
./___Corpus/Medline/xml/PMC4930000.xml	β-cyclodextrin	56605 : 56619	CM	 like combining NRG with β-cyclodextrin through solid dispersion
./___Corpus/Medline/xml/PMC4930000.xml	[373]	56695 : 56700	CM	 drug (SNEDDS) technique [373]. The mixture and nanopar
./___Corpus/Medline/xml/PMC4930000.xml	0–	56856 : 56858	CPR	tration time curve (AUC) 0–24h was significantly hig
./___Corpus/Medline/xml/PMC4930000.xml	anti-lipid	56973 : 56983	CM	articles showed enhanced anti-lipid peroxidative antiprolife
./___Corpus/Medline/xml/PMC4930000.xml	naringenin	57111 : 57121	CM	fficacy compared to free naringenin in 7, 12-dimethylbenz(a)
./___Corpus/Medline/xml/PMC4930000.xml	12-dimethylbenz(a)anthracene	57128 : 57156	CM	to free naringenin in 7, 12-dimethylbenz(a)anthracene (DMBA)-induced oral carc
./___Corpus/Medline/xml/PMC4930000.xml	DMBA	57158 : 57162	CM	methylbenz(a)anthracene (DMBA)-induced oral carcinogen
./___Corpus/Medline/xml/PMC4930000.xml	[374]	57192 : 57197	CM	uced oral carcinogenesis [374]. Naringenin flavonoids p
./___Corpus/Medline/xml/PMC4930000.xml	Naringenin flavonoids	57199 : 57220	CM	al carcinogenesis [374]. Naringenin flavonoids present in GJF demonstra
./___Corpus/Medline/xml/PMC4930000.xml	isoenzyme	57421 : 57430	CM	ition of gut wall CYP3A4 isoenzyme, P-glycoprotein multi-dr
./___Corpus/Medline/xml/PMC4930000.xml	P-glycoprotein	57432 : 57446	CM	t wall CYP3A4 isoenzyme, P-glycoprotein multi-drug resistance pr
./___Corpus/Medline/xml/PMC4930000.xml	polypeptide	57509 : 57520	CM	ganic anion transporting polypeptide inhibition. Its safety h
./___Corpus/Medline/xml/PMC4930000.xml	vitro	57579 : 57584	CM	een evaluated through in vitro and in vivo studies [375
./___Corpus/Medline/xml/PMC4930000.xml	[375,376]	57605 : 57614	CM	itro and in vivo studies [375,376].                  3.8 De
./___Corpus/Medline/xml/PMC4930000.xml	Desoxyrhapontigenin

                    Desoxyrhapontigenin	57637 : 57697	CM	6].                  3.8 Desoxyrhapontigenin                      Desoxyrhapontigenin (3,5-dihydroxy-4′-O-meth
./___Corpus/Medline/xml/PMC4930000.xml	3,5-dihydroxy-4′-O-methylresveratrol	57699 : 57735	CM	    Desoxyrhapontigenin (3,5-dihydroxy-4′-O-methylresveratrol) is an antioxidant [377]
./___Corpus/Medline/xml/PMC4930000.xml	[377]	57755 : 57760	CM	atrol) is an antioxidant [377]. Desoxyrhapontigenin may
./___Corpus/Medline/xml/PMC4930000.xml	Desoxyrhapontigenin	57762 : 57781	CM	is an antioxidant [377]. Desoxyrhapontigenin may be useful in the mod
./___Corpus/Medline/xml/PMC4930000.xml	[378,379]	57881 : 57890	CM	 cytochrome P450 enzymes [378,379], inflammation, ROS, and 
./___Corpus/Medline/xml/PMC4930000.xml	ROS	57906 : 57909	CM	[378,379], inflammation, ROS, and associated pathways
./___Corpus/Medline/xml/PMC4930000.xml	380–	57936 : 57940	CPR	and associated pathways [380–385].                    
./___Corpus/Medline/xml/PMC4930000.xml	Desoxyrhapontigenin	57984 : 58003	CM	                         Desoxyrhapontigenin affects ROS and inflamma
./___Corpus/Medline/xml/PMC4930000.xml	ROS	58012 : 58015	CM	oxyrhapontigenin affects ROS and inflammation. This o
./___Corpus/Medline/xml/PMC4930000.xml	[383]	58098 : 58103	CM	n of antioxidant enzymes [383] and the inhibition of NF
./___Corpus/Medline/xml/PMC4930000.xml	carrageenan	58218 : 58229	CM	educed inflammation in a carrageenan-induced animal inflammat
./___Corpus/Medline/xml/PMC4930000.xml	[385]	58264 : 58269	CM	nimal inflammation model [385]. Desoxyrhapontigenin is 
./___Corpus/Medline/xml/PMC4930000.xml	Desoxyrhapontigenin	58271 : 58290	CM	nflammation model [385]. Desoxyrhapontigenin is produced by plants [3
./___Corpus/Medline/xml/PMC4930000.xml	[386]	58313 : 58318	CM	in is produced by plants [386] and its cyototoxic and a
./___Corpus/Medline/xml/PMC4930000.xml	anti-	58342 : 58347	CPR	] and its cyototoxic and anti-proliferative effects are
./___Corpus/Medline/xml/PMC4930000.xml	387–	58389 : 58393	CPR	ects are dose-dependent [387–390]. Thus, desoxyrhapont
./___Corpus/Medline/xml/PMC4930000.xml	desoxyrhapontigenin	58405 : 58424	CM	pendent [387–390]. Thus, desoxyrhapontigenin may be useful as a thera
./___Corpus/Medline/xml/PMC4930000.xml	ROS	58495 : 58498	CM	e through its effects on ROS and inflammation.       
./___Corpus/Medline/xml/PMC4930000.xml	Piperine

                    Piperine	58538 : 58576	CM	on.                  3.9 Piperine                      Piperine (1-piperoyl piperidine) 
./___Corpus/Medline/xml/PMC4930000.xml	1-piperoyl piperidine	58578 : 58599	CM	               Piperine (1-piperoyl piperidine) is the principal alkalo
./___Corpus/Medline/xml/PMC4930000.xml	anti-	58712 : 58717	CPR	has potentially multiple anti-cancer activities. It is 
./___Corpus/Medline/xml/PMC4930000.xml	[391]	58813 : 58818	CM	 in traditional medicine [391].                        
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	58858 : 58866	CM	                         Piperine has low toxicity [392]. 
./___Corpus/Medline/xml/PMC4930000.xml	[392]	58884 : 58889	CM	iperine has low toxicity [392]. Additionally, the in vi
./___Corpus/Medline/xml/PMC4930000.xml	vitro	58912 : 58917	CM	2]. Additionally, the in vitro absorption rate of piper
./___Corpus/Medline/xml/PMC4930000.xml	piperine	58937 : 58945	CM	vitro absorption rate of piperine is relatively high compa
./___Corpus/Medline/xml/PMC4930000.xml	curcumin	59007 : 59015	CM	er natural products like curcumin without any metabolic mo
./___Corpus/Medline/xml/PMC4930000.xml	piperine	59054 : 59062	CM	etabolic modification of piperine during the absorption pr
./___Corpus/Medline/xml/PMC4930000.xml	[393]	59093 : 59098	CM	g the absorption process [393]. Piperine is widely used
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	59100 : 59108	CM	bsorption process [393]. Piperine is widely used as a bioa
./___Corpus/Medline/xml/PMC4930000.xml	rifampicin	59230 : 59240	CM	 the antimicrobial agent rifampicin [394], nevirapine which 
./___Corpus/Medline/xml/PMC4930000.xml	[394]	59241 : 59246	CM	crobial agent rifampicin [394], nevirapine which is a p
./___Corpus/Medline/xml/PMC4930000.xml	[395]	59349 : 59354	CM	-1 reverse transcriptase [395] and curcumin which has a
./___Corpus/Medline/xml/PMC4930000.xml	curcumin	59359 : 59367	CM	 transcriptase [395] and curcumin which has anticancer pro
./___Corpus/Medline/xml/PMC4930000.xml	[396]	59400 : 59405	CM	as anticancer properties [396]. Piperine has various bi
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	59407 : 59415	CM	cancer properties [396]. Piperine has various biological e
./___Corpus/Medline/xml/PMC4930000.xml	[397]	59478 : 59483	CM	ing antioxidant activity [397] anti-inflammatory effect
./___Corpus/Medline/xml/PMC4930000.xml	anti-	59484 : 59489	CPR	tioxidant activity [397] anti-inflammatory effect by in
./___Corpus/Medline/xml/PMC4930000.xml	[398]	59541 : 59546	CM	biting PMA-induced COX-2 [398].                        
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	59586 : 59594	CM	                         Piperine has significant anti-can
./___Corpus/Medline/xml/PMC4930000.xml	anti-	59611 : 59616	CPR	Piperine has significant anti-cancer effects [399]. Dif
./___Corpus/Medline/xml/PMC4930000.xml	[399]	59631 : 59636	CM	cant anti-cancer effects [399]. Different mechanisms ha
./___Corpus/Medline/xml/PMC4930000.xml	[400]	59730 : 59735	CM	uppression of metastasis [400], inhibition of angiogene
./___Corpus/Medline/xml/PMC4930000.xml	[401]	59764 : 59769	CM	hibition of angiogenesis [401], and blocked invasion by
./___Corpus/Medline/xml/PMC4930000.xml	[402,403]	59818 : 59827	CM	y downregulation of MMPs [402,403]. Piperine exerts chemopr
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	59829 : 59837	CM	ation of MMPs [402,403]. Piperine exerts chemopreventive a
./___Corpus/Medline/xml/PMC4930000.xml	benzo(a)pyrene	59905 : 59919	CM	me carcinogens including benzo(a)pyrene-induced lung carcinogene
./___Corpus/Medline/xml/PMC4930000.xml	[404]	59948 : 59953	CM	uced lung carcinogenesis [404] and DMBA- induced skin c
./___Corpus/Medline/xml/PMC4930000.xml	DMBA	59958 : 59962	CM	carcinogenesis [404] and DMBA- induced skin carcinogen
./___Corpus/Medline/xml/PMC4930000.xml	[405]	59992 : 59997	CM	uced skin carcinogenesis [405]. Piperine, with its low 
./___Corpus/Medline/xml/PMC4930000.xml	Piperine	59999 : 60007	CM	in carcinogenesis [405]. Piperine, with its low toxicity a
./___Corpus/Medline/xml/PMC4930000.xml	anti-angiogenic	60042 : 60057	CJ	 low toxicity and potent anti-angiogenic activity, may be conside
./___Corpus/Medline/xml/PMC4930000.xml	sesquiterpene	60220 : 60233	CM	            Zerumbone, a sesquiterpene, exerts its anticancer e
./___Corpus/Medline/xml/PMC4930000.xml	kinases	60473 : 60480	ASE	suppressing its upstream kinases c-SRC, JAK-1 and JAK-2. 
./___Corpus/Medline/xml/PMC4930000.xml	tyrosine	60528 : 60536	CM	. Pervanadate, a protein tyrosine phosphatase (PTP) inhibi
./___Corpus/Medline/xml/PMC4930000.xml	phosphatase	60537 : 60548	ASE	date, a protein tyrosine phosphatase (PTP) inhibitor treatmen
./___Corpus/Medline/xml/PMC4930000.xml	tyrosine	60675 : 60683	CM	olvement of a PTP. SHP-1 tyrosine phosphatase interacts wi
./___Corpus/Medline/xml/PMC4930000.xml	phosphatase	60684 : 60695	ASE	of a PTP. SHP-1 tyrosine phosphatase interacts with STAT3 and
./___Corpus/Medline/xml/PMC4930000.xml	[406]	61094 : 61099	CM	rvival, and angiogenesis [406]. Hence, zerumbone blocks
./___Corpus/Medline/xml/PMC4930000.xml	[407]	61399 : 61404	CM	 in pancreatic carcinoma [407]. A synergistic effect of
./___Corpus/Medline/xml/PMC4930000.xml	[407,408]	61529 : 61538	CM	ive JAK-2/STAT-3 pathway [407,408]. Zerumbone with cisplati
./___Corpus/Medline/xml/PMC4930000.xml	cisplatin	61555 : 61564	CM	407,408]. Zerumbone with cisplatin showed a synergistic ant
./___Corpus/Medline/xml/PMC4930000.xml	[409]	61683 : 61688	CM	 mice through serum IL-6 [409]. In some cases, inhibiti
./___Corpus/Medline/xml/PMC4930000.xml	DU	61843 : 61845	CM	ostate cancer cell line (DU 145) [407]. However, oth
./___Corpus/Medline/xml/PMC4930000.xml	[407]	61851 : 61856	CM	ancer cell line (DU 145) [407]. However, other apoptoti
./___Corpus/Medline/xml/PMC4930000.xml	cyclinB1	61965 : 61973	CM	2/M arrest and decreased cyclinB1/CDK1 protein level in HL
./___Corpus/Medline/xml/PMC4930000.xml	[410]	62008 : 62013	CM	ein level in HL-60 cells [410]. G2/M arrest and Fas- an
./___Corpus/Medline/xml/PMC4930000.xml	[411]	62131 : 62136	CM	hoblastic leukemia cells [411] and leukemia cells [412]
./___Corpus/Medline/xml/PMC4930000.xml	[412]	62156 : 62161	CM	[411] and leukemia cells [412], and Bax- and Bak- media
./___Corpus/Medline/xml/PMC4930000.xml	Bax	62167 : 62170	CM	eukemia cells [412], and Bax- and Bak- mediated apopt
./___Corpus/Medline/xml/PMC4930000.xml	[413]	62272 : 62277	CM	and othotopic xenografts [413]. It may modulate the Bax
./___Corpus/Medline/xml/PMC4930000.xml	Bax	62299 : 62302	CM	13]. It may modulate the Bax/Bcl-2 ratio in liver can
./___Corpus/Medline/xml/PMC4930000.xml	[414]	62367 : 62372	CM	endent of functional p53 [414], TRAIL-induced death rec
./___Corpus/Medline/xml/PMC4930000.xml	[415]	62425 : 62430	CM	or in human colon cancer [415], and Gli-1/Bcl-2 pathway
./___Corpus/Medline/xml/PMC4930000.xml	[416]	62500 : 62505	CM	in human renal carcinoma [416].                        
./___Corpus/Medline/xml/PMC4930000.xml	CXC	62565 : 62568	CM	     Zerumbone inhibited CXC chemokine receptor-4 exp
./___Corpus/Medline/xml/PMC4930000.xml	[417]	62693 : 62698	CM	d pancreatic tumor cells [417] and human tongue squamou
./___Corpus/Medline/xml/PMC4930000.xml	[417]	62740 : 62745	CM	 squamous cell carcinoma [417]. Zerumbone inhibited IL-
./___Corpus/Medline/xml/PMC4930000.xml	[418]	62831 : 62836	CM	nd cervical cancer cells [418]. It also decreased the l
./___Corpus/Medline/xml/PMC4930000.xml	nitrite	62870 : 62877	CM	 decreased the levels of nitrite and prostaglandin (E2) w
./___Corpus/Medline/xml/PMC4930000.xml	prostaglandin	62882 : 62895	CM	he levels of nitrite and prostaglandin (E2) with unchanged COX-
./___Corpus/Medline/xml/PMC4930000.xml	NO	62971 : 62973	CM	mma irradiated increased NO synthase and COX-2 as we
./___Corpus/Medline/xml/PMC4930000.xml	419–	63053 : 63057	CPR	264.7 mouse macrophages [419–421]. Zerumbone suppresse
./___Corpus/Medline/xml/PMC4930000.xml	[422]	63137 : 63142	CM	V, LOX-1 mRNA expression [422], O2- anion generation th
./___Corpus/Medline/xml/PMC4930000.xml	O2	63144 : 63146	CM	1 mRNA expression [422], O2- anion generation throug
./___Corpus/Medline/xml/PMC4930000.xml	O2-	63146 : 63149	CPR	mRNA expression [422], O2- anion generation through N
./___Corpus/Medline/xml/PMC4930000.xml	NADPH	63173 : 63178	CM	anion generation through NADPH oxidase in DMSO differen
./___Corpus/Medline/xml/PMC4930000.xml	oxidase	63179 : 63186	ASE	generation through NADPH oxidase in DMSO differentiated h
./___Corpus/Medline/xml/PMC4930000.xml	DMSO	63190 : 63194	CM	through NADPH oxidase in DMSO differentiated human pro
./___Corpus/Medline/xml/PMC4930000.xml	xanthine	63265 : 63273	CM	HL-60) cells and through xanthine oxidase in AS52 Chinese 
./___Corpus/Medline/xml/PMC4930000.xml	oxidase	63274 : 63281	ASE	lls and through xanthine oxidase in AS52 Chinese hamster 
./___Corpus/Medline/xml/PMC4930000.xml	[423]	63318 : 63323	CM	nese hamster ovary cells [423]                         
./___Corpus/Medline/xml/PMC4930000.xml	[424]	63430 : 63435	CM	ed in normal human cells [424]. On oral ingestion of ze
./___Corpus/Medline/xml/PMC4930000.xml	molecule-1	63690 : 63700	CM	f intercellular adhesion molecule-1, MCP-1, TGF-β1 and fibro
./___Corpus/Medline/xml/PMC4930000.xml	vitro	63768 : 63773	CM	thic rats. The proven in vitro and in vivo pharmacologi
./___Corpus/Medline/xml/PMC4930000.xml	[410]	64036 : 64041	CM	heir antileukemic effect [410].                  4. Dis
./___Corpus/Medline/xml/PMC4930000.xml	​and2).2	64331 : 64339	CM	nd ​and2,2, Tables 1 and ​and2).2). Our list is not exhaus
./___Corpus/Medline/xml/PMC4930000.xml	anti-	65016 : 65021	CPR	ported to have potential anti-neoplastic and/or tumor p
./___Corpus/Medline/xml/PMC4930000.xml	[425]	65339 : 65344	CM	 alone or in combination [425].                        
./___Corpus/Medline/xml/PMC4930000.xml	cytokine	65725 : 65733	CM	f cellular, humoral, and cytokine mediated programs and th
./___Corpus/Medline/xml/PMC4930000.xml	RHW	68111 : 68114	CM	nts                      RHW is conducting a Phase I 
./___Corpus/Medline/xml/PMC4930000.xml	I	68137 : 68138	CM	HW is conducting a Phase I trial for EGCG. The auth
./___Corpus/Medline/xml/PMC4930000.xml	EGCG	68149 : 68153	CM	ting a Phase I trial for EGCG. The authors thank the I
./___Corpus/Medline/xml/PMC4930000.xml	SPK	68265 : 68268	CM	al Institutes of Health (SPK, DH), National Institute
./___Corpus/Medline/xml/PMC4930000.xml	DH	68270 : 68272	CM	stitutes of Health (SPK, DH), National Institutes of
./___Corpus/Medline/xml/PMC4930000.xml	ICBP	68344 : 68348	CM	01CA170378, U01CA188383, ICBP and ICMIC (to SCC, DWF),
./___Corpus/Medline/xml/PMC4930000.xml	SCC	68363 : 68366	CM	8383, ICBP and ICMIC (to SCC, DWF), an NIH R15 CA1374
./___Corpus/Medline/xml/PMC4930000.xml	DWF	68368 : 68371	CM	 ICBP and ICMIC (to SCC, DWF), an NIH R15 CA137499-01
./___Corpus/Medline/xml/PMC4930000.xml	NIH	68377 : 68380	CM	 ICMIC (to SCC, DWF), an NIH R15 CA137499-01 (FB), a 
./___Corpus/Medline/xml/PMC4930000.xml	FB	68398 : 68400	CM	 an NIH R15 CA137499-01 (FB), a startup fund from Oh
./___Corpus/Medline/xml/PMC4930000.xml	RP1206	68455 : 68461	CM	iversity, an RSAC grant (RP1206) from the Heritage Colle
./___Corpus/Medline/xml/PMC4930000.xml	OU	68516 : 68518	CM	 Osteopathic Medicine at OU (to FB), Prostate and Ov
./___Corpus/Medline/xml/PMC4930000.xml	FB	68523 : 68525	CM	athic Medicine at OU (to FB), Prostate and Ovarian C
./___Corpus/Medline/xml/PMC4930000.xml	UK	68582 : 68584	CM	esearch Trust in Surrey, UK (SChen), a Connecticut S
./___Corpus/Medline/xml/PMC4930000.xml	PRVOUK	69029 : 69035	CM	projects UNCE 204015 and PRVOUK P31/2012, by the Czech S
./___Corpus/Medline/xml/PMC4930000.xml	P31	69036 : 69039	CM	s UNCE 204015 and PRVOUK P31/2012, by the Czech Scien
./___Corpus/Medline/xml/PMC4930000.xml	P301	69086 : 69090	CM	ience Foundation project P301/12/1686, and by the Inte
./___Corpus/Medline/xml/PMC4930000.xml	PH	69208 : 69210	CM	oject NT13663-3/2012 (to PH), the Ministry of Educat
./___Corpus/Medline/xml/PMC4930000.xml	KH	69306 : 69308	CM	Japan (No. 24590493) (to KH), and private donations 
./___Corpus/Medline/xml/PMC4930000.xml	RHW	69334 : 69337	CM	, and private donations (RHW). Study sponsors had no 
./___Corpus/Medline/xml/PMC4930000.xml	PDF	69562 : 69565	CM	's Disclaimer: This is a PDF file of an unedited manu
./___Corpus/Medline/xml/PMC4951238.xml	Dopamine	30 : 38	CM	act                      Dopamine and cAMP-regulated phosp
./___Corpus/Medline/xml/PMC4951238.xml	phosphoprotein	58 : 72	CM	amine and cAMP-regulated phosphoprotein Mr 32,000 (DARPP-32), al
./___Corpus/Medline/xml/PMC4951238.xml	phosphoprotein	109 : 123	CM	DARPP-32), also known as phosphoprotein phosphatase-1 regulatory
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase-1	124 : 137	CM	 known as phosphoprotein phosphatase-1 regulatory subunit 1B (P
./___Corpus/Medline/xml/PMC4951238.xml	1B	157 : 159	CM	ase-1 regulatory subunit 1B (PPP1R1B), was initially
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	214 : 222	CM	overed as a substrate of dopamine-activated protein kinase
./___Corpus/Medline/xml/PMC4951238.xml	kinase	241 : 247	ASE	pamine-activated protein kinase A (PKA) in the neostriat
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	295 : 310	RN	atum in the brain. While phosphorylation at Thr-34 by PKA convert
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	314 : 320	CM	While phosphorylation at Thr-34 by PKA converts DARPP-32
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	381 : 392	ASE	ent inhibitor of protein phosphatase 1 (PP1), phosphorylation
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	402 : 417	RN	ein phosphatase 1 (PP1), phosphorylation at Thr-75 transforms DAR
./___Corpus/Medline/xml/PMC4951238.xml	Thr-75	421 : 427	CM	PP1), phosphorylation at Thr-75 transforms DARPP-32 into
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	505 : 520	RN	h regulation of DARPP-32 phosphorylation and modulation of protei
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	547 : 558	ASE	nd modulation of protein phosphatase and kinase activities, D
./___Corpus/Medline/xml/PMC4951238.xml	kinase	563 : 569	ASE	 protein phosphatase and kinase activities, DARPP-32 pla
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	702 : 710	CM	al effects controlled by dopamine and other neurotransmitt
./___Corpus/Medline/xml/PMC4951238.xml	isoform	840 : 847	CM	RPP-32 and its truncated isoform (t-DARPP), specifically 
./___Corpus/Medline/xml/PMC4951238.xml	In	1811 : 1813	CM	ION                      In a study to characterize 
./___Corpus/Medline/xml/PMC4951238.xml	[1]	1928 : 1931	CM	s, Walaas and colleagues [1] investigated proteins ph
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	1954 : 1968	RN	1] investigated proteins phosphorylated by calcium- and cyclic-A
./___Corpus/Medline/xml/PMC4951238.xml	calcium	1972 : 1979	CM	oteins phosphorylated by calcium- and cyclic-AMP (cAMP)-a
./___Corpus/Medline/xml/PMC4951238.xml	cyclic-AMP	1985 : 1995	CM	orylated by calcium- and cyclic-AMP (cAMP)-activated protein
./___Corpus/Medline/xml/PMC4951238.xml	kinases	2021 : 2028	ASE	(cAMP)-activated protein kinases. Notably, a 32-kDa prote
./___Corpus/Medline/xml/PMC4951238.xml	32-	2041 : 2044	CPR	tein kinases. Notably, a 32-kDa protein was found abu
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	2122 : 2137	RN	 the neostriatum. As the phosphorylation of this protein was regu
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	2171 : 2179	CM	protein was regulated by dopamine and cAMP, it was named D
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	2213 : 2221	CM	, it was named DARPP-32 (dopamine and cAMP-regulated phosp
./___Corpus/Medline/xml/PMC4951238.xml	phosphoprotein	2241 : 2255	CM	amine and cAMP-regulated phosphoprotein Mr 32,000) [2]. In addit
./___Corpus/Medline/xml/PMC4951238.xml	[2]	2267 : 2270	CM	hosphoprotein Mr 32,000) [2]. In addition to the brai
./___Corpus/Medline/xml/PMC4951238.xml	[3-5]	2370 : 2375	CM	y, and parathyroid cells [3-5]. Because it was shown to
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase-1	2417 : 2430	CM	shown to inhibit protein phosphatase-1 (PP1) following phosphor
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	2447 : 2462	RN	hatase-1 (PP1) following phosphorylation of Thr-34 by protein kin
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	2466 : 2472	CM	owing phosphorylation of Thr-34 by protein kinase A (PKA
./___Corpus/Medline/xml/PMC4951238.xml	kinase	2484 : 2490	ASE	ion of Thr-34 by protein kinase A (PKA) [6], DARPP-32 is
./___Corpus/Medline/xml/PMC4951238.xml	[6]	2499 : 2502	CM	y protein kinase A (PKA) [6], DARPP-32 is also known 
./___Corpus/Medline/xml/PMC4951238.xml	phosphoprotein	2530 : 2544	CM	ARPP-32 is also known as phosphoprotein phosphatase-1 regulatory
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase-1	2545 : 2558	CM	 known as phosphoprotein phosphatase-1 regulatory subunit 1B (P
./___Corpus/Medline/xml/PMC4951238.xml	1B	2578 : 2580	CM	ase-1 regulatory subunit 1B (PPP1R1B). DARPP-32 has 
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	2713 : 2721	CM	nd behavioral effects of dopamine on dopaminoceptive neuro
./___Corpus/Medline/xml/PMC4951238.xml	[7-9]	2767 : 2772	CM	eurons (for reviews, see [7-9]). DARPP-32 has also been
./___Corpus/Medline/xml/PMC4951238.xml	serotonin	2876 : 2885	CM	nsmitter systems such as serotonin and glutamate, in respon
./___Corpus/Medline/xml/PMC4951238.xml	glutamate	2890 : 2899	CM	ms such as serotonin and glutamate, in response to a variet
./___Corpus/Medline/xml/PMC4951238.xml	isoform	3182 : 3189	CM	RPP-32 and its truncated isoform; they cloned and named t
./___Corpus/Medline/xml/PMC4951238.xml	[14]	3272 : 3276	CM	ressed in gastric cancer [14]. This first report led t
./___Corpus/Medline/xml/PMC4951238.xml	CNS	3564 : 3567	CM	 central nervous system (CNS) disorders, and elaborat
./___Corpus/Medline/xml/PMC4951238.xml	OF	3705 : 3707	CM	              MODULATION OF DARPP-32 IN NEUROTRANSMI
./___Corpus/Medline/xml/PMC4951238.xml	IN	3717 : 3719	CM	  MODULATION OF DARPP-32 IN NEUROTRANSMISSION AND CN
./___Corpus/Medline/xml/PMC4951238.xml	CNS	3742 : 3745	CM	IN NEUROTRANSMISSION AND CNS DISORDERS               
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	3954 : 3962	CM	eurotransmitters such as dopamine, glutamate, serotonin, a
./___Corpus/Medline/xml/PMC4951238.xml	glutamate	3964 : 3973	CM	itters such as dopamine, glutamate, serotonin, adenosine, a
./___Corpus/Medline/xml/PMC4951238.xml	serotonin	3975 : 3984	CM	 as dopamine, glutamate, serotonin, adenosine, and gamma-am
./___Corpus/Medline/xml/PMC4951238.xml	adenosine	3986 : 3995	CM	e, glutamate, serotonin, adenosine, and gamma-aminobutyric 
./___Corpus/Medline/xml/PMC4951238.xml	gamma-aminobutyric acid	4001 : 4024	CM	erotonin, adenosine, and gamma-aminobutyric acid (GABA) [9, 15, 16]. In r
./___Corpus/Medline/xml/PMC4951238.xml	GABA	4026 : 4030	CM	gamma-aminobutyric acid (GABA) [9, 15, 16]. In respons
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	4134 : 4149	RN	ransmitters regulate the phosphorylation state of DARPP-32, which
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	4223 : 4234	ASE	itor of either a protein phosphatase (PP1) or a protein kinas
./___Corpus/Medline/xml/PMC4951238.xml	kinase	4254 : 4260	ASE	atase (PP1) or a protein kinase (PKA). The state of phos
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	4281 : 4296	RN	nase (PKA). The state of phosphorylation of DARPP-32 is regulated
